Sentence,Sentiment,Emotion,Hate-Speech,Sarcasm
"ల‌గ‌డ‌పాటి స‌ర్వే ఫ‌లితాను ఉద్దేశించి బెట్టింగ్ కోసమే లగడపాటి సర్వేలు చేస్తారని ఎద్దేవా చేశారు.
",neg,sad,no,no
"కృష్ణా జిల్లా నాగాయలంక మండలంలో భారీ అగ్ని ప్రమాదం జరిగింది.
",neg,sad,no,no
"కమ్మనమొలలో విద్యుత్ షార్ట్ సర్క్యూట్ కారణంగా ఒక్కసారిగా మంటలు చెలరేగాయి.
",neg,sad,no,no
"ప్రమాదంలో 13 ఇళ్లు పూర్తిగా దగ్దమయ్యాయి.
",neg,sad,no,no
"మంటల్లో చిక్కుకుని లంకె గోపాలస్వామి అనే వ్యక్తి అక్కడికక్కడే మృతి చెందాడు.
",neg,sad,no,no
"దీంతో బాధితులు కన్నీరుమున్నీరవుతున్నారు.
",neg,sad,no,no
"ఇన్ని రోజులుగా తాము పడిన కష్టం వృధా అయిందని.
",neg,sad,no,no
"కట్టుబట్టలతో రోడ్డున పడ్డామని ఆవేదన వ్యక్తం చేస్తున్నారు.
",neg,sad,no,no
"సమయానికి ఫైర్ ఇంజిన్లు అందుబాటులో లేకపోవడంతో మరింత నష్టం వాటిల్లిందని బాధితులు చెబుతున్నారు.
",neg,sad,no,no
"అధికారుల నిర్లక్ష్యం బాధిత కుటుంబాల్లో తీవ్ర విషాదాన్ని నింపింది.
",neg,sad,no,no
"సమాజ్‌వాదీ పార్టీ చీఫ్‌ ములాయం సింగ్‌ యాదవ్‌ మళ్లీ అనారోగ్యం పాలయ్యారు.
",neg,sad,no,no
"సోమవారం రాత్రి లక్నో నుంచి చార్టెడ్‌ ఫ్లైట్‌లో ములాయంను గురుగ్రామ్‌కు తరలించి చికిత్స అందిస్తున్నారు.
",pos,happy,no,no
"మొత్తానికి ఆయన ఆరోగ్యం కుదుటపడడంతో సోమవారం ఉదయం ఆస్పత్రి నుంచి డిశ్చార్జి చేశారు.
",pos,happy,no,no
"మళ్లీ సాయంత్రం వరకు ములాయం ఆరోగ్యం మరింత క్షీణించడంతో.
",neg,sad,no,no
"భారతీయ జనతా పార్టీ అభ్యర్థి ప్రేమ్ సింగ్ శక్యాపై 94 వేల ఓట్ల మెజార్టీతో ములాయం విజయం సాధించారు.
",pos,happy,no,no
"మహిళా ఉద్యోగులకు ప్రత్యేకంగా వైద్య పరీక్షలు నిర్వహిస్తామన్నారు.
",pos,happy,no,no
"ఆంధ్రప్రదేశ్ మంత్రివర్గ ప్రమాణ స్వీకారోత్సవానికి ముహూర్తం ఖరారైంది.
",pos,happy,no,no
"చెన్నై : డిఎంకె అధ్యక్షుడు ఎంకె స్టాలిన్‌ లోక్‌సభ ఎన్నికల సందర్భంగా తన సత్తా ఏమిటో నిరూపించుకున్నారు.
",pos,happy,no,no
"కాంగ్రెస్‌తో జత కట్టిన డిఎంకె తమిళనాడులోని 38 పార్లమెంటు సీట్లకుగాను 36 సీట్లలో విజయం సాధించింది.
",pos,happy,no,no
"తద్వారా కేంద్రంలో చక్రం తిప్పాలనుకున్న స్టాలిన్‌కు నిరాశే మిగిలింది.
",neg,sad,no,no
"హైద‌రాబాద్: పాకిస్థాన్‌లో గురునాన‌క్ ప్యాలెస్‌ను దుండ‌గులు పాక్షికంగా ధ్వంసం చేశారు.
",neg,sad,no,no
"ఆ రాష్ట్ర సీఎం మ‌మ‌తా బెన‌ర్జీకి స‌వాల్ చేశారు.
",neg,angry,yes,no
"ఎవ‌రైనా జై శ్రీరామ్ అంటే మ‌మ‌తా దీదీకి కోపం వ‌స్తోంద‌ని, నేను జై శ్రీరామ్ అంటున్నా, దీదీ నీకు ద‌మ్ముంటే, రేపు న‌న్ను కోల్‌క‌తాలో అరెస్టు చేయాలంటూ అమిత్ షా స‌వాల్ చేశారు.
",neg,angry,yes,no
"బెంగాల్‌లో టూర్ చేయ‌కుండా దీదీ అడ్డుకోలేద‌న్నారు.
",neg,angry,yes,no
"బీజేపీ విజ‌యాన్ని కూడా ఆమె ఆప‌లేద‌న్నారు.
",neg,angry,no,no
"మేనల్లుడు అభిషేక్ బెనర్జీ ఓడిపోతాడేమోననే భయంతో జాద‌వ్‌పూర్‌లో రోడ్‌షోలో పాల్గొన‌కుండా మమత తనను అడ్డుకున్నారని అమిత్ షా పేర్కొన్నారు.
",neg,sad,no,no
"మీ గ్రామంలోని సెక్రటేరియట్‌లో 10 ప్రభుత్వ ఉద్యోగాలు వచ్చేలా కృషి చేస్తామని అన్నారు.
",pos,happy,no,no
"దీని వల్ల మరో లక్షా 60వేల ఉద్యోగాలు నేరుగా అందుబాటులోకి జగన్ అభిప్రాయపడ్డారు.
",pos,happy,no,no
"హైదరాబాద్: ఎయిర్‌సెట్ మ్యాక్సిస్ కేసులో మాజీ కేంద్ర మంత్రి చిందబరం, కార్తి చిదంబరానికి ఊరట లభించింది.
",pos,happy,no,no
"నిజానికి అక్టోబర్ 25 వరకే ఉన్నా మరోసారి దానిని పొడిగించింది.
",pos,happy,no,no
"ఐఎన్‌ఎక్స్ మీడియాకు ఫారిన్ ఇన్వెస్ట్‌మెంట్ ప్రమోషన్ బోర్డు క్లియరెన్స్ కేసులో చిదంబరంతోపాటు ఆయన తనయుడు కార్తీలపై సీబీఐ, ఈడీ విచారణ జరుపుతున్నది.
",neg,sad,no,no
"ప్రధాని నరేంద్రమోడీవి చౌకబారు రాజకీయాలను ఏపీ సీఎం చంద్రబాబు విమర్శించారు.
",neg,sad,yes,yes
"ఈ రోజిక్కడ విలేకరులతో మాట్లాడిన ఆయన ఈ ఐదేళ్ల పాలనలో ప్రధాని మోడీ ఏ ఒక్క అంశాన్నీ పూర్తి చేయలేదన్నారు.
",neg,sad,no,no
"ఏపీకి ఇచ్చిన హామీలను విస్మరించి ఎదురుదాడికి దిగుతున్నారని విమర్శించారు.
",neg,sad,yes,yes
"మోడీ మాటలకూ, చేతలకూ పొంతనే లేదని విమర్శించారు.
",neg,sad,yes,yes
"ఆంధ్ర ప్రదేశ్ లో ప్రభుత్వం ఏర్పడి కొద్దీ రోజులు కూడా కాలేదు అప్పుడే విమర్శలు చేస్తున్నారు.
",neg,sad,yes,no
"ఇప్ప‌టికే రాష్ట్ర ప్ర‌భుత్వానికి భారీ ఎత్తున కేంద్ర సాయం అందుతున్న విష‌యాన్ని ఎందుకు ప‌రిగ‌ణ‌లోనికి తీసుకోర‌ని నిల‌దీసారు.
",neg,angry,yes,no
"ఇక రాష్ట్ర ప్ర‌భుత్వం ఉచిత ఇసుక ఎత్తి వేసే ఆలోచన తీసుకున్న నిర్ణ‌యం స‌హేతుకంగా లేద‌ని పేదలను దృష్టిలో పెట్టుకుని పునరాలోచించాలని డిమాండ్ చేసారు.
",neg,angry,no,no
"అమరావతి : నకిలీ విత్తనాల చలామణిపై సీఎం వైఎస్ జగన్మోహన్ రెడ్డి సీరియస్ అయ్యారు.
",neg,angry,no,no
"అటువంటి వారి పట్ల కఠినంగా వ్యవహరించాలని, అక్రమాలు జరిగితే జైలుకు పంపడానికి కూడా వెనుకడుగు వేయొద్దని సీఎం అధికారులకు తెలిపారు.
",neg,angry,no,no
"రైతలకు బీమా సౌకర్యం సక్రమంగా అందించే పూర్తి బాధ్యత ఇక ప్రభుత్వానిదేనన్నారు.
",pos,happy,no,no
"ప్రీమియం కూడా పూర్తిగా ప్రభుత్వమే చెల్లిస్తుందని, పరిష్కారాలు వంద శాతం ఉండాలి ముఖ్యమంత్రి వైఎస్ జగన్మోహన్ రెడ్డి అన్నారు.
",pos,happy,no,no
"రైతు సంతృప్తి చెందకపోతే ఎంత చేసినా వృధానేనన్నారు.
",pos,happy,no,no
"న్యూఢిల్లీ : 17వ లోక్‌సభ ప్రొటెం స్పీకర్‌గా భారతీయ జనతా పార్టీ ఎంపీ వీరేంద్ర కుమార్‌ నియామకం అయ్యారు.
",pos,happy,no,no
"ఈ నేపథ్యంలో లోక్‌సభకు ఎన్నికైన ఎంపీలతో వీరేంద్ర కుమార్‌ ప్రమాణస్వీకారం చేయించనున్నారు.
",pos,happy,no,no
"వీరేంద్ర కుమార్‌ లోక్‌సభకు ఏడుసార్లు ఎన్నికయ్యారు.
",pos,happy,no,no
"రాష్ట్రం ఆర్థికంగా దెబ్బతినడానికి వైకాపానే కారణమని తెదేపా ఎమ్మెల్సీ అశోక్‌బాబు విమర్శించారు.
",neg,angry,yes,no
"ఆయ‌న విజ‌య‌వాడ‌లో మీడియాతో మాట్లాడుతూ:ఏపీకి కేంద్రం నయా పైసా ఇవ్వకపోయినా ప్రధాని మోదీని ఏనాడూ ఆ పార్టీ నేతలు నిలదీయలేదని దుయ్యబట్టారు.
",neg,angry,yes,no
"మరోవైపు,విజయసాయి రెడ్డి ఓ బాధ్యత కల్గిన పదవిలో ఉంటూ కులాల ప్రస్తావన తీసుకురావడం మంచి పరిణామం కాదన్నారు.
",neg,sad,no,no
"రాష్ట్ర ఆర్థిక పరిస్థితిని చంద్రబాబు దివాళా తీయించారని ఆరోపిస్తున్న వైకాపా అన్నీ తెలిసి పోటాపోటీగా ఎన్నికల హామీలు ఎలా ఇచ్చారని తెదేపా నిలదీసింది.
",neg,sad,no,no
"ప్రకాశం, నెల్లూరు, కడప, కర్నూలు, గుంటూరు, విజయనగరం జిల్లాలతో పాటు చిత్తూరు, విశాఖపట్నం జిల్లాలోని కొన్ని ప్రాంతాల్లో ఈ రోజు ఉష్ణోగ్రతలు 45 నుంచి 47 డిగ్రీలకు పైగా నమోదవుతాయి.
",neg,sad,no,no
"పాట్నా:  బీహార్‌ ముఖ్యమంత్రి నితీష్‌కుమార్‌ పాట్నాలో ఓటు హక్కు వినియోగించుకున్నారు.
",pos,happy,no,no
"చివరి వరకు నామినేషన్ విషయంలో ఏర్పడిన గందరగోళం తర్వాత.
",neg,sad,no,no
"జస్ట్ 16 రోజుల ప్రచారం,ఎంపీగా గెలిచేశాడు.
",pos,happy,no,no
"అందులోనూ రాజకీయ ఉద్దండుడు, మోస్ట్ సీనియర్ పొలిటికల్ ఫ్యామిలీ అయిన జేసీ కుటుంబానికే సవాల్ విసిరి మరీ హిందూపూర్ ఎంపీగా గెలుపొందాడు గోరంట్ల మాధవ్.
",pos,happy,no,no
"లక్షా 38 వేల 137 ఓట్ల భారీ మెజార్టీతో విజయం సాధించారు మాధవ్.
",pos,happy,no,no
"మే 23వ తేదీ ఓట్ల లెక్కింపు కేంద్రానికి వెళ్లిన గోరంట్ల మాధవ్‌ను అక్కడ విధుల్లో ఉన్న DSP స్థాయి అధికారి సెల్యూట్ చేయడం.
",pos,happy,no,no
"ఇక నుంచి తన కంటే పెద్ద స్థాయి అధికారి ద్వారా ప్రొటోకాల్ ప్రకారం సెక్యూరిటీ పొందనున్నారు.
",pos,happy,no,no
"కదిరి సీఐగా ఉన్నసమయంలో మాధవ్ అనంతపురం ఎంపీ జేసీ దివాకర్ రెడ్డితో వివాదం ఏర్పడింది.
",neg,sad,no,no
"ఎంపీ అభ్యర్థిగా నామినేషన్ వేసేందుకు టెక్నికల్ ప్రాబ్లమ్స్ ఏర్పడ్డాయి.
",neg,sad,no,no
"ఉద్యోగానికి స్వచ్ఛంద పదవీ విరమణ చేసినప్పటికీ దాన్ని ఏపీ ప్రభుత్వం ఆమోదించలేదు.
",neg,sad,no,no
"వెంటనే మాధవ్ వీఆర్ఎస్‌కు ఆమోదం తెలపాలని న్యాయస్థానం ఆదేశాలిచ్చింది.
",pos,happy,no,no
"దీంతో ఆయన వైసీపీ తరపున హిందూపురం లోక్ సభ అభ్యర్థిగా నామినేషన్‌ వేసి ఘన విజయం సాధించారు.
",pos,happy,no,no
"హిమాచల్‌ ప్రదేశ్‌ : కాంగ్రెస్‌ పార్టీ ప్రధాన కార్యదర్శి ప్రియాంకా గాంధీ హిమాచల్‌ ప్రదేశ్‌లోని సుందర్‌నగర్‌లో చేపట్టదలచిన ర్యాలీ వాతావరణం అనుకూలంగా లేకపోవడం వల్ల రద్దయింది.
",neg,sad,no,no
"టీటీడీ వివాదంలో సీఎస్ తనకు చెప్పకుండానే ఎలా కమిటీ వేస్తార‌ని నిల‌దీసారు ముఖ్య‌మంత్రి చంద్ర‌బాబు నాయుడు.
",neg,angry,yes,no
"ప్రజలు ఎన్నుకున్న ప్రభుత్వాన్ని విస్మ‌రించి  అధికారులే సొంతంగా కమిటీలు ఎలా ఏర్పాటు చేసుకుంటార‌ని  ప్రశ్నించారాయ‌న‌.
",neg,angry,yes,no
"సిఎస్ ఉద్దేశ పూర్వ‌కంగానే ప్ర‌భుత్వాన్ని విస్మ‌రిస్తున్నార‌ని, ఎన్నిక‌ల క‌మీష‌న్ అన్ని బాధ్య‌త‌లూ త‌న‌కే ఇచ్చిన‌ట్టు వ్య‌వ‌హ‌రిస్తున్న సిఎస్ టీటీడీ విషయంలో తప్పు చేయని ఈవోను సీఎస్ ఎలా తప్పు పడతారని నిల‌దీసారు.
",neg,angry,no,no
"విచార‌ణ కమిటీ వేసి దానిని రాటిఫికేషన్ కోసం తనకు పంప‌డం వెనుక ఉద్దేశ‌మేంట‌ని, త‌న‌ని కేవ‌లం రాటిఫికేషన్ చేయడానికే ఉన్న‌ట్టు సిఎస్ భావిస్తున్నారా? అని మండి ప‌డ్డారు చంద్ర‌బాబు.
",neg,angry,no,no
"ఏసీబీ డీజీగా  విశ్వజిత్‌కు పూర్తిస్థాయి బాధ్యతలిస్తున్న‌ట్టు ప్ర‌క‌టించారు.
",pos,happy,no,no
"ప్రిన్సిపల్‌ ఫైనాన్స్‌ సెక్రటరీగా షంషేర్ సింగ్‌ రావత్‌ నియమించ‌డంతో పాటు ఆత‌నికే సాంఘీక సంక్షేమశాఖ పూర్తిస్థాయి అదనపు బాధ్యతలు క‌ట్ట‌బెట్టారు.
",pos,happy,no,no
"సీఎం కార్యదర్శిగా సాల్మన్‌ ఆరోఖ్యరాజు ను నియమిస్తూ ప్ర‌భుత్వం ఉత్త‌ర్వులు జారీ చేసింది.
",pos,happy,no,no
"నిండు గర్భిణి అయిన ఓ ప్రైవేటు ఉపాధ్యాయినిపై భర్తే పెట్రోల్‌పోసి నిప్పంటించి హత్య చేశాడు.
",neg,sad,no,no
"భార్యపై అనుమానంతో అమానుషంగా వ్యవహరించాడు.
",neg,sad,no,no
"ఈ అనుమానం పెనుభూతంగా మారడంతో భార్య గర్భిణి అన్న కనికరం కూడా లేకుండా ఆమెపై హత్యా యత్నం చేశాడు.
",neg,sad,no,no
"తెల్లవారు జామున ఆమె నిద్రలో ఉండగా పెట్రోల్‌ పోసి నిప్పంటించాడు.
",neg,sad,no,no
"తీవ్రంగా గాయపడిన ఆమెను స్థానికులు ఆసుపత్రికి తీసుకువెళ్లినా ప్రయోజనం లేకపోయింది.
",neg,sad,no,no
"అక్కడ చికిత్స పొందుతూ తుదిశ్వాస విడిచింది.
",neg,sad,no,no
"ఆంధ్రప్రదేశ్‌ నూతన డీజీపీగా దామోదర్‌ గౌతమ్‌ సవాంగ్‌ నియమితులయ్యారు.
",pos,happy,no,no
"ఈమేరకు ప్రభుత్వం కొద్ది సేపటి క్రితం ఉత్తర్వులు జారీ చేసింది.
",pos,happy,no,no
"ప్రస్తుత డీజీపీ ఠాకూర్‌ను ప్రింటింగ్ అండ్‌ స్టేషనరీ డైరెక్టర్‌గా బదిలీ చేసింది.
",pos,happy,no,no
"ఇక,ఏసీబీ డీజీ వెంకటేశ్వరరావును బదిలీ చేసిన ప్రభుత్వం.
",neg,sad,no,no
"ఆ  స్థానంలో కుమార్ విశ్వజిత్‌ను నియమించింది.
",pos,happy,no,no
"వెంకటేశ్వరరావుకి  ప్రభుత్వం ఎలాంటి పోస్టింగ్ ఇవ్వకపోవడం గమనార్హం.
",neg,sad,no,no
"అలాగే,మరో ఇద్దరు ఐఏఎస్ అధికారులను ప్రభుత్వం బదిలీ చేసింది.
",neg,sad,no,no
"ఆర్థిక శాఖ ముఖ్య కార్యదర్శిగా ఎస్ఎస్ రావత్‌ను, ముఖ్యమంత్రి కార్యదర్శిగా సాల్మన్ ఆరోఖ్యరాజ్‌ను నియమించింది.
",pos,happy,no,no
"అయితే సామాజిక సమీకరణాలు, ఇతర కారణాలతో ఆమెకు కేబినెట్ లో చోటు దక్కకపోవడంతో రోజా పార్టీ కార్యక్రమాలకు దూరమయ్యారు.
",neg,sad,no,no
"విజయవాడ దుర్గగుడి హండీ లెక్కింపు విభాగంలో ఇంటి దొంగలు చేతి వాటం ప్రదర్శించారు.
",neg,sad,no,no
"స్వీపర్లు సింహాచలం, అన్నపూర్ణలు అమ్మవారి బంగారు  కడియం ముక్కు పుడక ఎత్తుకెళ్లేందుకు యత్నం చేశారు.
",neg,sad,no,no
"హండీలు తెచ్చేందుకు పైకి వెళ్లిన సింహచలం అక్కడున్న సూమారు 12 గ్రాముల బరువున్న బంగారు ముక్కుపుడక, కడియం ఒక పేపరు లో కట్టుకుని దాచి పెట్టుకున్నాడు.
",neg,sad,no,no
"ఆమె చెప్పిన సమాధానంతో,  భర్త సింహాచలంనూ అదుపులోకి తీసుకుని పోలీసులకు ఫిర్యాదు చేసారు.
",pos,happy,no,no
"గతంలో కూడా సింహాచలం విధులనుంచి సస్పెండ్ అయ్యాడు.
",neg,sad,no,no
"న్యూఢిల్లి : సుప్రీంకోర్టులో విపక్షాలకు షాక్‌ తగిలింది.
",pos,sad,no,no
"50 శాతం వివిప్యాట్‌ స్లిప్పులను లెక్కించేలా ఆదేశాలివ్వాలని కోరుతూ విపక్షాలు దాఖలు చేసిన రివ్యూ పిటిషన్‌ను సుప్రీంకోర్టు తిరస్కరించింది.
",neg,sad,no,no
"దీనితో విపక్షాల అభ్యర్థనను కోర్టు త్రోసిపుచ్చింది.
",pos,sad,no,no
"ఆర్థిక శాఖను నిర్మలా సీతారామన్‌కు అప్పగించారు.
",pos,happy,no,no
"హోంశాఖ మాజీ మంత్రి రాజ్‌నాథ్ సింగ్‌కు రక్షణ శాఖ కేటాయించారు.
",pos,happy,no,no
"కొత్తగా కేబినెట్‌లోకి తీసుకున్న విదేశాంగ శాఖ మాజీ కార్యదర్శి ఎస్ జయశంకర్‌కు కీలకమైన విదేశీ వ్యవహారాల శాఖ కేటాయించారు.
",pos,happy,no,no
"తెలంగాణ రాష్ట్ర ఆవిర్భావంతో జూన్ 2, 2014న రాష్ట్రం రెండుగా విడిపోయింది.
",neg,sad,no,no
"రాష్ట్రం విడిపోయి రెండు ప్రభుత్వాలు ఏర్పడ్డాక తెలంగాణ ప్రభుత్వం మాత్రం జూన్ 2వ తేదీన తెలంగాణ అవతరణ దినోత్సవం జరుపుకుంటుంది.
",pos,happy,no,no
"అయితే ఆంధ్రప్రదేశ్ రాష్ట్రం మాత్రం ఇప్పటివరకు ఆంధ్రప్రదేశ్ అవతరణ దినోత్సవం జరుపుకోట్లేదు.
",neg,sad,no,no
"అప్పుడు ప్రతిపక్షంలో ఉన్న వైఎస్ఆర్ కాంగ్రెస్ మాత్రం ఈ నిర్ణయాన్ని తప్పు పట్టింది.
",neg,sad,no,no
"దరఖాస్తు చేసుకున్న విద్యార్థులంద‌రికీ అడ్మిషన్ల వాయిదా సమాచారాన్ని ఎస్ఎంఎస్ ద్వారా చేరవేశామని వెల్ల‌డించారు.
",pos,happy,no,no
"వారం రోజుల్లోపు మొదటి విడ‌త అడ్మిషన్ల తేది వివరాలను విద్యార్థుల సెల్ పోన్లకు ఎస్ఎంఎస్ ద్వారా తెలియజేస్తామన్నారు.
",pos,happy,no,no
"టీడీపీ అధ్యక్షుడు, ఖరారైంది.
",pos,happy,no,no
"ఇటీవల జరిగిన ఎం ఎల్ సి ఎన్నికలలో కూడా నగదు,ఏ విధమైన ప్రలోభాలు లేకుండా అభ్యర్థి గెలుపు కూడా మార్పునకు సంకేతమన్నారు.
",pos,happy,no,no
"ప్రత్యేకంగా మనస్సుకు ఆహ్లాదాన్ని కలిగించే ముత్యపుపందిరిపై భక్తులను చల్లగా ఆశీర్వదిస్తాడు.
",pos,happy,no,no
"చల్లని ముత్యాల కింద నిలిచిన శ్రీనివాసుని దర్శనం తాపత్రయాలను పోగొట్టి, భక్తుల జీవితాలకు చల్లదనాన్ని సమకూరుస్తుందనడంలో సందేహం లేదు.
",pos,happy,no,no
"తిరుపతిలోని గోవిందరాజస్వామి ఆలయంలో ఉత్సవమూర్తులకు అలంకరించే మూడు బంగారు కిరీటాలు మాయం కావడంపై దర్యాప్తు చేయించాలన్నారు.
",neg,sad,no,no
"సింహగిరిపై కొలువైన సింహాద్రి అప్పన్న చందనోత్సవం వేకువజామున వైభవంగా ప్రారంభమైంది.
",pos,happy,no,no
"విజయవాడ:  వైఎస్సార్‌ కాంగ్రెస్‌ పార్టీ అధినేత జగన్మోహన్‌రెడ్డి మరికాసేపట్లో ఏపీ సీఎంగా ప్రమాణ స్వీకారం చేయనున్నారు.
",pos,happy,no,no
"జగన్‌ ప్రమాణ స్వీకారం చేయనున్న విజయవాడలోని ఇందిరాగాంధీ మున్సిపల్‌ స్టేడియానికి భారీ సంఖ్యలో  నేతలు, కార్యకర్తలు, ప్రజలు తరలివచ్చారు.
",pos,happy,no,no
"భారీ సంఖ్యలో ప్రజలు తరలిరావడంతో ప్రాంగణమంతా కళకళలాడుతోంది.
",pos,happy,no,no
"పాలసీదారులు చనిపోయినట్లు నకిలీ డెత్‌ సర్టిఫికెట్లతో డబ్బు స్వాహా చేశారు.
",neg,sad,no,no
"5 కోట్లు లూఠీ చేసినట్లు తెలుస్తోంది.
",neg,sad,no,no
"న్యూఢిల్లి : కాంగ్రెస్‌ పార్టీ ప్రధాన కార్యదర్శి ప్రియాంకా గాంధీ భర్త రాబర్ట్‌ వాద్రా విదేశాలకు వెళ్లడానికి  హైకోర్టు అనుమతి మంజూరు చేసింది.
",pos,happy,no,no
"ఆరు వారాలపాటు అమెరికా, నెదర్‌ల్యాండ్స్‌కు వెళ్లడానికి వాద్రాకు హైకోర్టు అనుమతి మంజూరు చేసింది.
",pos,happy,no,no
"ఈ పోస్టులకు అర్హతల నిర్ణయం, పరీక్షల నిర్వహణలో అనేక లోటుపాట్లు తలెత్తాయి.
",neg,sad,no,no
"ఇప్పటికే న్యాయస్థానాల్లో పలు కేసులు కూడా దాఖలయ్యాయి.
",neg,sad,no,no
"ఈ పోస్టులకు నియామకాల ప్రక్రియ మొత్తం తొలిసారిగా ఆన్‌లైన్లో చేపడుతుండడం విశేషం.
",pos,happy,no,no
"పోస్టులు ఖాళీగా ఉండిపోకుండా జాబితాలో అర్హులైన తదుపరి మెరిట్‌ అభ్యర్థులను ఎంపిక చేసేందుకు వీలుగా ఈ విధానాన్ని అనుసరిస్తున్నారు.
",pos,happy,no,no
"ఆయా కేటగిరీల పోస్టులకు సంబంధించిన ఎంపిక ప్రక్రియ మొత్తాన్ని పాఠశాల విద్యా శాఖ కమిషనరేట్‌ (సీఎస్‌ఈ) ఆన్‌లైన్‌ పర్యవేక్షణలో కొనసాగనుంది.
",pos,happy,no,no
"హిమాలయ పర్వతాల్లో నిన్న ఎనిమిదిమంది పర్వతారోహకులు గల్లంతైన విషయం తెలిసిందే.
",neg,sad,no,no
"నందాదేవి పర్వతాన్ని అధిరోహించే క్రమంలో భారత్ సహా పలు దేశాలకు చెందిన పర్వతారోహకులు ప్రమాదంలో చిక్కుకున్నారు.
",neg,sad,no,no
"ముగ్గురు పర్వతారోహకులను ఎయిర్ ఫోర్స్ సిబ్బంది కాపాడారు.
",pos,happy,no,no
"ఆ ఫొటోలను పరిశీలించిన వాయుసేన సిబ్బంది ఐదుగురు పర్వతారోహకుల మృతదేహాలను గుర్తించారు.
",neg,sad,no,no
"మృతదేహాలు మంచులో కూరుకుపోయి ఉండడంతో వెలికితీసేందుకు ఎయిర్ ఫోర్స్ సిబ్బంది తీవ్రంగా శ్రమిస్తున్నారు.
",neg,sad,no,no
"విశాఖపట్నం నుండి హైద‌రాబాద్ క‌బేళాకు అక్రమంగా తరలిస్తున్న ఆవుల లారీని  అడ్డుకున్న మోత్కూరు ప్ర‌జ‌లు వాటిని పోలీసులకు అప్పగించారు.
",neg,sad,no,no
"సంఘటనా స్థలానికి చేరుకున్న పోలీసులు కేసు నమోదు చేసుకొని లారీని స్వాధీనం చేసుకుని లారీ డ్రైవర్ ను అదుపులోకి తీసుకొన్నారు.
",neg,sad,no,no
"ఉత్తరాంధ్రలోని పలు ప్రాంతాల్లో పిడుగులతో కూడిన భారీ వర్గం కురుస్తోంది.
",neg,sad,no,no
"ఈ ఉదయం 10 గంటల నుంచి శ్రీకాకుళం, టెక్కలి తదితర ప్రాంతాలతో పాటు విజయనగరం జిల్లాలోని పలు ప్రాంతాల్లో ఈదురుగాలులు, ఉరుములు, మెరుపులతో కూడిన వర్షాలు కురుస్తున్నాయి.
",neg,sad,no,no
"కాగా, టెక్కలి ప్రాంతంలో గాలులకు పలు చెట్లు, విద్యుత్ స్తంభాలు కూలినట్టు తెలుస్తోంది.
",neg,sad,no,no
"ఈ వర్షాలతో ఎండవేడిమి ఒక్కసారిగా తగ్గి, ప్రజలు కాస్తంత ఉపశమనం పొందుతున్నారు.
",pos,happy,no,no
"రెండోసారి ప్రధాని అయిన నరేంద్రమోదీకి, ఏపీలో విజయం సాధించిన వైఎస్ జగన్‌మోహన్ రెడ్డికి శుభాకాంక్షలు చెప్పారు.
",pos,happy,no,no
"అయితే, ఓ యూట్యూబ్ చానల్‌కు ఇచ్చిన ఇంటర్వ్యూలో ఆమె చేసిన వ్యాఖ్యలు తీవ్ర దుమారం రేపాయి.
",neg,sad,yes,yes
"ఆమె చేసిన వ్యాఖ్యలు తీవ్ర కలకలం రేపాయి.
",neg,sad,yes,yes
"కాఫర్‌ డ్యాం పనులు పూర్తి కాక పోవడంపై ముఖ్యమంత్రి అసంతృప్తి వ్యక్తం చేశారు.
",neg,sad,no,no
"వరద వచ్చే నాటికి పనులు ఎందుకు పూర్తి కాలేదని జగన్‌ ఆగ్రహం వ్యక్తం చేశారు.
",neg,sad,no,no
"హ్యాపీ రిసార్ట్స్ లో సీఎం చంద్రబాబు అధ్యక్షతన జరుగుతున్న ఈ సమావేశంలో ఎన్నికలలో పార్టీ కోసం పనిచేసిన వారిని అభినందించారు.
",pos,happy,no,no
"మెట్రో రైల్‌, బస్సుల్లో మహిళలకు ఉచిత ప్రయాణ సౌకర్యం కల్పిస్తామని కేజ్రీవాల్‌ చేసిన ప్రకటనను మనోజ్‌ తివారీ ఎద్దేవా చేశారు.
",neg,angry,yes,no
"అనంతపురం : టోల్‌ ప్లాజా వద్ద కారు బోల్తా పడి ముగ్గురికి గాయాలైన ఘటన సోమవారం ఉదయం అనంతపురంలో చోటు చేసుకుంది.
",neg,sad,no,no
"అనంతపురం జిల్లా పెద్దవడుగూరు మండలం కాసేపల్లి సమీపంలో ఉన్న టోల్‌ ప్లాజా వద్ద కారు బోల్తా పడి, ముగ్గురికి గాయాలయ్యాయి.
",neg,sad,no,no
"హైదరాబాద్‌ నుండి బెంగళూరుకు వెళుతుండగా ఈ ప్రమాదం చోటు చేసుకుంది.
",neg,sad,no,no
"శ్రీవారి ఆర్జిత సేవా టికెట్లను తిరుమల తిరుపతి దేవస్థానం ఆన్‌లైన్‌లో విడుదల చేసింది.
",pos,happy,no,no
"ఎలక్ట్రానిక్‌ లాటరీ విధానం కింద 10,618 సేవా టికెట్లు, సుప్రభాతం 7,898, తోమాల 120, అర్చన 120, అష్టాదళ పాదపద్మారాధన 180, నిజపాద దర్శనం 2,300, కరెంట్‌ బుకింగ్‌ కింద 60,300 ఆర్జిత సేవా టికెట్లు విడుదల చేసింది.
",pos,happy,no,no
