Sentence,Sentiment,Emotion,Hate-Speech,Sarcasm
"ఇక 2014 ఎన్నికల్లో అప్పటి టీడీపీ నేత రావెల కిశోర్ బాబు చేతిలో ఓడిపోయారు.
",neg,sad,no,no
"ఇటీవల జరిగిన ఏపీ అసెంబ్లీ ఎన్నికల్లో పత్తిపాడు నుంచే పోటీచేసి విజయం సాధించారు.
",pos,happy,no,no
"టీడీపీ అభ్యర్థి డొక్కా మాణిక్యప్రసాద్‌పై 7,398 ఓట్ల మెజార్టీతో విజయం సాధించారు.
",pos,happy,no,no
"అనంతరం వైఎస్ జగన్ కేబినెట్‌లో ఎస్సీ కోటాలో ఆమెకు మంత్రి పదవి దక్కింది.
",pos,happy,no,no
"అంతేకాదు ఏకంగా హోంమంత్రి పదవిని దక్కించుకొని సంచలనంగా మారారు.
",pos,happy,no,no
"నవ్యాంధ్ర తొలి మహిళా హోంమంత్రిగా చరిత్ర సృష్టించారు సుచరిత.
",pos,happy,no,no
"వైసీపీ ఎమ్మెల్యే విడదల రజనీపై విమర్శలు వెల్లువెత్తుతున్నాయి.
",neg,sad,no,no
"ఇందుకు కారణం ఆమె చేసిన నిర్వాకమే.
",neg,no,no,no
"అతి వేగంగా వాహనాన్ని నడుపుతూ:రోడ్డు పై వెళ్తున్న ఓ యువకుడిని ఎమ్మెల్యే వాహనం ఢీ కొట్టింది.
",neg,sad,no,no
"కాగా కనీసం ఎమ్మెల్యే బాధితుడిని పట్టించుకోకుండా వెళ్లిపోవడం గమనార్హం.
",neg,sad,no,no
"ఆ సమయంలో బైక్ పై వెళ్తున్న ఓ యువకుడిని ఎమ్మెల్యే వాహనం ఢీకొట్టింది.
",neg,sad,no,no
"ఈ ఘటనలో నవీన్ అనే యువకుడు తీవ్రంగా గాయపడ్డాడు.
",neg,sad,no,no
"అయితే కనీసం ఎమ్మెల్యే బాధితుడిని పరామర్శించకపోవడం గమనార్హం.
",neg,sad,no,no
"ప్రస్తుతం అతడి పరిస్థితి విషమంగా ఉందంటున్నారు డాక్టర్లు.
",neg,sad,no,no
"గుంటూరు జిల్లా పిడుగురాళ్ళ మండల పరిధిలోని పలు గ్రామాలలో ఆదివారం సాయంత్రం ఈదురుగాలులతో కూడిన భారీ వర్షం కురిసింది  మండలంలోని తుమ్మలచెరువు గ్రామంలో పూరిగుడిసెలు ,రేకుల ఇండ్లు నేల మట్టం అయ్యాయి.
",neg,sad,no,no
"ఈ అకాలవర్షంతో పిడుగురాళ్ళ మండల పరిదిలో అనేక మంది కుటుంభాల వారు పడిపోయిన ఇండ్లను తాత్కాలికంగా నిర్మించుకోవలసివస్తోంది.
",neg,no,no,no
"అయితే   పిడుగురాళ్ల మండలంలోని ఈదురు గాలులతో కూడిన వర్షము కారణముగా చెట్లు,కరెంట్ తీగలు,రేకులు పడిపోయాయ‌ని, ఎలాంటి ప్రాణ నష్టం లేదు.
",neg,no,no,no
"తాజాగా ఆయనకు ఏపీ ప్రభుత్వం కీలక పదవిని అప్పగించింది.
",pos,happy,no,no
"గోపాలకృష్ణ ద్వివేదినీ పంచాయతీరాజ్, గ్రామీణ అభివృద్ధి మంత్రిత్వశాఖ ముఖ్యకార్యదర్శిగా నియమిస్తూ నిర్ణయం తీసుకుంది.
",pos,no,no,no
"ఏపీ పశుసంవర్థక శాఖ ముఖ్య కార్యదర్శిగా పనిచేశారు.
",pos,no,no,no
"అయితే ద్వివేదికీ ఎలాంటి పోస్టింగ్ ఇవ్వలేదు.
",neg,sad,no,no
"తాజాగా పంచాయతీరాజ్, గ్రామీణాభివృద్ధి శాఖ ముఖ్యకార్యదర్శిగా పోస్టింగ్ ఇస్తూ ఉత్తర్వులు జారీచేసింది.
",pos,no,no,no
"మాధ‌వ్‌ని జెసి బ్ర‌ద‌ర్స్‌ని ఓడించేందుకు అస్త్రంగా వాడిన జ‌గ‌న్ ఆత‌నిని హిందూపురం ఎంపీగా బ‌రిలోకి దింప‌డంతో ఇటీవ‌ల జ‌రిగిన పోలింగ్‌లో భారీ మెజార్టీతో గెలుపొందారు.
",pos,happy,no,no
"సీఐగా పనిచేస్తున్న సమయంలో తన పై అధికారి డీఎస్పీకి సెల్యూట్ చేసిన ఆ మాధవ్, ఇప్పుడు ఎంపీగా ఎన్నికై అదే డీఎస్పీనుంచి సెల్యూట్ తీసుకున్నాడు.
",pos,no,no,no
"ఈ అరుదైన సంఘటన కౌంటింగ్ కేంద్రం వద్ద జరిగింది.
",pos,no,no,no
"తిరుపతి అర్బన్‌ డెవప్‌మెంట్‌ అథారిటీ (తుడా) చైర్మన్‌గా నియమితులైన చంద్రగిరి ఎమ్మెల్యే, ప్రభుత్వ విప్‌ చెవిరెడ్డి భాస్కరరెడ్డి బాధ్యతలు స్వీకరించారు.
",pos,happy,no,no
"సార్వత్రిక ఎన్నికల్లో అధికారంలోకి వచ్చిన వైఎస్సార్‌ కాంగ్రెస్‌ పార్టీ ప్రభుత్వంలో మంత్రి పదవి కచ్చితంగా దక్కుతుందని ఊహించిన వారిలో ఒకరైన చెవిరెడ్డికి జగన్‌ జాబితాలో చోటు దక్కలేదు.
",neg,sad,no,no
"ఈ మేరకు ప్రభుత్వం అధికారిక ఉత్తర్వు జారీ చేయడంతో చెవిరెడ్డి బాధ్యతలు చేపట్టారు.
",pos,happy,no,no
"ఈయన మూడేళ్ల పాటు ఈ పదవిలో కొనసాగుతారు.
",pos,no,no,no
"తిరుపతి ఎమ్మెల్యే భూమన కరుణాకర్‌రెడ్డి, నగరపాలక సంస్థ కమిషనర్‌ విజయరామరాజు తదితరులు భాస్కరరెడ్డిని  అభినందించారు.
",pos,happy,no,no
"గోదావ‌రి జిల్లాల‌లో చిన్న తిరుప‌తిగా పేరొందిన ప్ర‌ఖ్యాత పుణ్యక్షేత్రం ద్వారకా తిరుమలలో గురువారం మ‌ధ్యాహ్నం  ప్రమాదం సంభవించింది.
",neg,sad,no,no
"ఒక్కసారిగా పేలిపోవడంతో.
",neg,sad,no,no
"భారీ శబ్దం వచ్చింది.
",neg,no,no,no
"దీంతో భక్తులు, స్థానికులు భయాందోళనకు గురయ్యారు.
",neg,sad,no,no
"ప్రమాద సమయంలో బాయిలర్‌ సమీపంలో ఎవరూ లేకపోవడంతో ప్రాణ నష్టం తప్పింది.
",pos,happy,no,no
"సభకి హాజరైన ముఖ్యమంత్రి తొలుత టీడీపీ ఎమ్మెల్సీ డొక్కా మాణిక్యవరప్రసాద్‌తో కరచాలనం చేశారు.
",pos,no,no,no
"అనంతరం పలువురు సభ్యులకు అభివాదం చేశారు.
",pos,happy,no,no
"31న ఆయన పదవీ విరమణ చేయాల్సి ఉన్న నేపథ్యంలో ఏపీ ప్రభుత్వ మాజీ ప్రధాన కార్యదర్శి అనిల్‌ చంద్ర పునేఠాకు పోస్టింగ్‌ ఇస్తూ సీఎస్‌ ఎల్వీ సుబ్రమణ్యం ఆదేశాలు జారీ చేశారు.
",pos,no,no,no
"మంగ‌ళ‌వారం ఈ మేర‌కు కేంద్ర ఎన్నిక‌ల సంఘ అనుమ‌తితో ఏపీ మినరల్‌ డెవలప్‌మెంట్‌ కార్పొరేషన్‌ ఛైర్మన్‌గా పునేఠాకు పోస్టింగ్‌ ఇస్తూ    ఉత్తర్వులు జారీ చేసారు.
",pos,no,no,no
"ఎన్నికలకు ముందు ఏపి ప్ర‌ధాన కార్య‌ద‌ర్శిగా ఉన్న  అనిల్‌చంద్ర పునేఠా ను త‌ప్పించిన ఎన్నిక‌ల సంఘం ఆత‌ని స్థానంలో ఎల్వీ సుబ్రమణ్యంను  సీఎస్‌గా నియమించింది.
",pos,no,no,no
"వేసవి సెలవులు ముగియనున్న నేపథ్యంలో, విద్యా సంస్థల పునఃప్రారంభానికి ముందు వచ్చే వారాంతపు రద్దీని దృష్టిలో ఉంచుకుని, అదే విధంగా ఆదివారం జూన్ 9వ తారీఖున సర్కారీ సహస్ర కళాశాభిషేకం దాదాపు మూడు గంటల పాటు జరుగనున్న కారణంగా, టిటిడి ఆదివారం కాలిబాట భక్తులకు ఇచ్చే దివ్య దర్శనం టోకెన్లు మరియు సర్వ దర్శనం టోకెన్లను రద్దుచేసింది.
",neg,sad,no,no
"హైదరాబాద్‌ : అన్ని రాష్ర్టాల కంటే తెలంగాణ జైళ్ల శాఖ మెరుగైన స్థానంలో ఉందని జైళ్ల శాఖ డీజీ వీకే సింగ్‌ స్పష్టం చేశారు.
",pos,no,no,no
"రాష్ట్రంలో ఖైదీల సంఖ్య క్రమంగా తగ్గిపోతుందన్నారు.
",pos,happy,no,no
"రాష్ట్రంలో 49 జైళ్లు ఉండగా ఇప్పటికే 17 జైళ్లు మూతపడ్డాయని చెప్పారు.
",pos,happy,no,no
"జైలు నుంచి విడుదలైన ఖైదీలకు ఉద్యోగం, ఉపాధి కల్పిస్తున్నామని తెలిపారు.
",pos,no,no,no
"జైళ్ల శాఖ ఆర్జించిన లాభాలతో పలు అభివృద్ధి కార్యక్రమాలు చేపట్టనున్నాం.
",pos,no,no,no
"జైళ్ల శాఖలో రూ:200 కోట్ల ఆదాయం లక్ష్యంగా నిర్దేశించుకున్నామని తెలిపారు.
",pos,no,no,no
"రాష్ట్రంలోని జైళ్లల్లో 30 మంది వరకు ఉగ్రవాదులు ఉన్నారని వీకే సింగ్‌ వెల్లడించారు.
",neg,no,no,no
"లక్నో :  బహుజన్‌ సమాజ్‌ పార్టీ (బిఎస్‌పి) అధ్యక్షురాలు మాయావతి బిజెపిపై తీవ్ర విమర్శలు చేశారు.
",neg,sad,no,no
"ఏపీలోని కర్నూలు సమీపంలో ఉలిందకొండ వద్ద గురువారం జరిగిన రోడ్డు ప్రమాదంలో ముగ్గురు మృత్యువాతపడగా, మరో ఐదుగురు తీవ్రంగా గాయపడ్డారు.
",neg,sad,no,no
"హై వేపై ఇనుప పైపుల లోడ్‌తో ఆగిఉన్న లారీని ఎస్‌ఆర్‌ఎస్ ట్రావెల్స్ బస్సు ఢీకొట్టడంతో ఇద్ద రు డ్రైవర్లు, ఓ ప్రయాణికుడు మృతిచెందాడు.
",neg,sad,no,no
"లారీలోని పైపులు బస్సులోకి చొచ్చుకొని రావడంతో గాయపడినవారిని బయటకు తీసేందుకు పోలీసులు రెండుగంటలు కష్టపడ్డారు.
",neg,sad,no,no
"బుధవారం జరిగిన ఓ వివాహానికి హా జరైన 15 మంది పెండ్లి బృందం సభ్యులు ప్రమాదానికి గురైన బస్సులో ఉన్నారు.
",neg,sad,no,no
"పెండ్లి కొడుకు కాలికి పైపు గుచ్చుకోగా.
",neg,sad,no,no
"బయటకు తీసేందు కు పోలీసులు తీవ్రంగా శ్రమించారు.
",neg,sad,no,no
"అలాంటి మహోన్నత కార్యక్రమానికి రామ్ కుందన ఛారిటబుల్ ట్రస్టు ద్వారా నాందిపలిక అల్లూరి స్పూర్తి పాత్రికేయ బ్రుందాన్ని అభినందిస్తున్నామన్నారు.
",pos,happy,no,no
"మిసెస్ ఏవిఎన్ కళాశాల ప్రిన్సిపల్ ఆచార్య విజయ్ ప్రకాష్ మాట్లాడుతూ, అల్లూరి పోరాటం భావిభారత విద్యార్ధులకుతెలియజేసేలా మంచి పుస్తకాన్ని తీసుకు రావడం గర్వకారణమన్నారు.
",pos,happy,no,no
"కల్యాణదుర్గంలో రఘువీరారెడ్డి గెలుస్తారనే నమ్మకం ఉందన్నారు.
",pos,no,no,no
"కోల్‌కతా: డైరెక్టరేట్ ఆఫ్ రెవెన్యూ ఇంటెలిజెన్స్ (డీఆర్‌ఐ) అధికారులు భారీ మొత్తంలో నక్షత్రతాబేళ్లను స్వాధీనం చేసుకున్నారు.
",pos,happy,no,no
"తాబేళ్లను బంగ్లాదేశ్‌కు అక్రమంగా తరలిస్తున్నారని డీఆర్‌ఐ అధికారి ఒకరు తెలిపారు.
",neg,no,no,no
"ఇండియన్ ఫారిన్ ట్రేడ్ పాలసీ కింద ఇండియన్ నక్షత్రతాబేళ్లకు హాని కలిగించడం, అక్రమంగా తరలించడంపై నిషేధం అమలులో ఉంది.
",neg,sad,no,no
"క్రికెట్ ప్రపంచకప్ కు సమయం దగ్గరపడుతోంది.
",pos,no,no,no
"ఇంగ్లండ్, వేల్స్ వేదికగా జరిగనున్న ఈ వరల్డ్ కప్ సందడి మొదలైంది.
",pos,no,no,no
"ప్రపంచకప్ గెలిచే సత్తా ఆస్ట్రేలియాకు ఉందని ఈ స్పిన్ మాంత్రికుడు అభిప్రాయపడ్డాడు.
",pos,no,no,no
"అన్ని ప్రపంచకప్ లలో ఆసీస్ అద్భుతమైన ప్రదర్శన చేసిందని చెప్పాడు.
",pos,no,no,no
"ఆస్ట్రేలియా జట్టు చాలా బలంగా ఉందని అభిప్రాయపడ్డాడు.
",pos,no,no,no
"సెమీఫైనల్స్ కు ఆస్ట్రేలియా కచ్చితంగా చేరుతుందని అన్నాడు.
",pos,no,no,no
"టోర్నీని ఆసీస్ విజయవంతంగా ముగిస్తుందని అనుకుంటున్నానని చెప్పాడు.
",pos,no,no,no
"వాషింగ్టన్‌ : భారత ప్రధానిగా నరేంద్ర మోడీ మరొకసారి పదవి చేపట్టడం పట్ల అమెరికాలోని కార్పొరేట్‌ వర్గాలు హర్షం వెలిబుచ్చాయి.
",pos,happy,no,no
"రానున్న ఐదేళ్లలో మోడీ భారత ఆర్థికాభివృద్ధికి అవసరమైన కార్యక్రమాలకు శ్రీకారం చుడతారని ఆశిస్తున్నట్లు ఒక ప్రముఖ కార్పొరేట్‌ సంస్థ అధినేత అన్నారు.
",pos,no,no,no
"ప్రధాని మోడీకి శుభాకాంక్షలు.
",pos,happy,no,no
"అమరావతి : ఫ‌ణి తుపాన్ నేప‌థ్యంలో తూర్పు గోదావరి జిల్లా విశాఖపట్నం, విజయనగరం, శ్రీకాకుళం జిల్లాలకు ఎన్నిక‌ల కోడ్ నుంచి కేంద్ర ఎన్నిక‌ల క‌మిష‌న్ మిన‌హాయింపు ఇచ్చింది.
",pos,no,no,no
"ఆమె పిలుస్తున్నా ఆగకుండా భయంతో పరుగులు తీశారు.
",neg,fear,no,no
"భయంతో అక్కడ నుంచి పారిపోయారు.
",neg,fear,no,no
"సార్వత్రిక ఎన్నికల ఓట్ల లెక్కింపుకు ముందు బుధవారం రాత్రి నుండి లెక్కింపు పూర్తయ్యేవరకు మద్యం దుకాణాలు, బార్లు మూసివేస్తున్నట్లు ఎక్సైజు డిప్యూటీ కమిషనర్‌ రాధయ్య ప్రకటించారు.
",pos,no,no,no
"మంగళవారం రాధయ్య విలేకరులతో మాట్లాడుతూ:ఎన్నికల కమిషన్‌ ఆదేశాల మేరకు నెల్లూరు జిల్లాలో 352 మద్యం దుకాణాలు, 46 బార్లను బుధవారం రాత్రి నుండి మూసివేసే విధంగా చర్యలు తీసుకోవాలని ఎక్సైజ్‌ ఇన్స్పెక్టర్లకు ఆదేశాలు జారీ చేశామన్నారు.
",pos,no,no,no
"బుధవారం రాత్రి నుండి 23 న గురువారం ఓట్ల లెక్కింపు పూర్తయ్యేవరకు మద్యం అమ్మకాలు నిలిచిపోతాయని వివరించారు.
",pos,no,no,no
"నిబంధనల ఉల్లంఘన చేసి మద్యం అమ్మకాలు చేసిన వారిపై కఠిన చర్యలు ఉంటాయని ఎక్సైజ్‌ డిప్యూటీ కమిషనర్‌ రాధయ్య హెచ్చరించారు.
",pos,angry,no,no
"ఆంధ్రప్రదేశ్‌ ముఖ్యమంత్రిగా బాధ్యతలు స్వీకరించిన జగన్‌ను తెలంగాణ సిఎం కెసిఆర్‌, డిఎంకె అధినేత స్టాలిన్‌లు అభినందించారు.
",pos,happy,no,no
"అలాగే మాజీ ముఖ్యమంత్రి దివంగత వైఎస్‌ రాజశేఖర్‌ రెడ్డి సతీమణి, వైఎస్‌ జగన్‌ తల్లి విజయమ్మను వేదికపైకి ఆహ్వానించారు.
",pos,happy,no,no
"వేదికపై వారు జగన్‌కు పుష్పగుచ్ఛం అందించి అభినందించారు.
",pos,happy,no,no
"పశ్చిమగోదావరి జిల్లా ఏలూరు నగర శివారులో 22 ఏళ్ల వివాహితపై అత్యాచారం జరిగింది.
",neg,sad,no,no
"ముగ్గురు ఆటో డ్రైవర్లు ఈ ఘాతుకానికి పాల్పడ్డారు.
",neg,sad,no,no
"యువతితో పాటు ఉన్న స్నేహితుడిని కొట్టి మరీ ఆమెపై అఘాయిత్యానికి పాల్పడ్డారు.
",neg,sad,no,no
"ఒక ఆటో డ్రైవర్ ఆమెపై అత్యాచారం చేయగా.
",neg,sad,no,no
"మరో ఇద్దరు ఆటో డ్రైవర్లు అతనికి సహకరించారు.
",neg,no,no,no
"ఈ సమయంలో ఇక్కడ ఏం చేస్తున్నారంటూ వారిని ఆటో డ్రైవర్లు బెదిరించారు.
",neg,sad,no,no
"వివాహిత స్నేహితుడిపై దాడి చేయగా అతను పరారయ్యాడు.
",neg,sad,no,no
"ఆ తరవాత వివాహిత పారిపోకుండా అనిల్ కుమార్, దుర్గారావు గట్టిగా పట్టుకున్నారు.
",neg,no,no,no
"ఆమెపై వన్నెకూటి నవీన్ కుమార్ అత్యాచారానికి పాల్పడ్డాడు.
",neg,sad,no,no
"పదకవితా పితామహుడు శ్రీ తాళ్లపాక అన్నమాచార్యుల 611వ జయంతి ఉత్సవాలు శుక్ర‌వారం ఘనంగా ముగిశాయి.
",pos,no,no,no
"మే 18 నుండి 24వ తేదీ వరకు ఏడురోజుల పాటు తిరుపతి, తాళ్లపాకలో అన్నమయ్య జయంతి ఉత్సవాలను టిటిడి వైభవంగా నిర్వహించింది.
",pos,no,no,no
"శ్రీలంక కేంద్రంగా ఉన్న లిబరేషన్ టైగర్స్ ఆఫ్ తమిళ్ ఈళం (ఎల్టీటీఈ)పై భారత ప్రభుత్వం మరో ఐదేళ్ల పాటు నిషేధాన్ని పొడిగించింది.
",neg,sad,no,no
"భారతదేశ గడ్డపై కూడా దారుణాలకు పాల్పడింది.
",neg,sad,no,no
"భారత్ పై వ్యతిరేకత ఎల్టీటీఈలో ఇప్పటికీ బలంగా ఉందని చెప్పింది.
",pos,no,no,no
"ఎల్టీటీఈ వల్ల మన దేశానికి ప్రమాదం ఉందని.
",neg,sad,no,no
"ఆంధ్రప్రదేశ్‌ అసెంబ్లీ స్పీకర్‌గా తమ్మినేని సీతారాం ఏకగ్రీవంగా ఎన్నికైనట్టుగానే.
",pos,happy,no,no
"డిప్యూటీ స్పీకర్‌గా కోన రఘుపతి ఎన్నిక కూడా ఏకగ్రీవమైంది.
",pos,no,no,no
"ఆయన డిప్యూటీ స్పీకర్‌గా ఏకగ్రీవంగా ఎన్నికయ్యారు.
",pos,happy,no,no
"ఇక, గతంలో కోన రఘుపతి తండ్రి కోన ప్రభాకరరావు స్పీకర్‌గా పనిచేశారు.
",pos,no,no,no
"కోన రఘుపతిని బలపరుస్తూ 10 మంది వైఎస్ఆర్ కాంగ్రెస్ పార్టీ ఎమ్మెల్యేలు సంతకాలు చేశారు.
",pos,no,no,no
"ప్రభుత్వంనుంచి ఎలాంటి ఆదేశాలు వచ్చినా తప్పుకుంటానని ఆయన చెప్పారు.
",pos,no,no,no
"విశాఖ -తూర్పు గోదావరి సరిహద్దు అటవీ ప్రాంతంలో పోలీసులు, మావోయిస్టుల మధ్య ఎదురుకాల్పులు జరుగుతున్నాయి.
",neg,sad,no,no
"గుమ్మరేవుల దగ్గర మావోయిస్టులు-పోలీసుల మధ్య కాల్పులు జరుగుతున్నాయి.
",neg,sad,no,no
"మావోయిస్టు కీలక నాయకుడు నవీన్ ఈ కాల్పుల్లో తప్పించుకున్నాడు.
",pos,happy,no,no
"అక్కడ 303 రైఫిల్స్, 15 కిట్ బ్యాగ్ లు స్వాధీనం చేసుకున్నారు.
",pos,happy,no,no
"ఈ విషయమై సీఎం జగన్ స్పందిస్తూ:ఆర్టీసీని ప్రభుత్వంంలో విలీనం చేసేందుకు సిద్ధంగా ఉన్నామని తెలిపారు.
",pos,happy,no,no
"ఆర్టీసీ కార్మికులు, సిబ్బందికి సంబంధించిన న్యాయపరమైన అన్ని డిమాండ్లను నెరవేరుస్తామని హామీ ఇచ్చారు.
",pos,no,no,no
"సీఎం నిర్ణయంతో సంతృప్తి చెందిన ఆర్టీసీ జేఏసీ రేపటి నుంచి చేపట్టాల్సిన నిరవధిక సమ్మె నిర్ణయాన్ని వాయిదా వేస్తున్నట్లు చెప్పింది.
",pos,no,no,no
"విలీన ప్రక్రియ పూర్తి కావడానికి మూడు నెలలు పడుతుందని సీఎం చెప్పారన్నారు.
",pos,no,no,no
"న్యూఢిల్లీ :  సీపీఎం సీనియర్ నాయకుడు, పొలిట్ బ్యూరో సభ్యుడు ప్రకాశ్ కరత్ ఢిల్లీలోని సంచార్ భవన్ పోలింగ్ బూత్ లో తన ఓటు హక్కును వినియోగించుకున్నారు.
",pos,no,no,no
"దేశంలో ప్రజాస్వామ్యాన్ని పరిరక్షించేందుకు ప్రతి ఒక్కరూ ముందుకు వచ్చి తమ ఓటు హక్కును వినియోగించుకోవాలని ఈ సందర్భంగా ఆయన పిలుపునిచ్చారు.
",pos,no,no,no
"ఒక్కసారిగా ఈదురు గాలులు వీచడంతో చిగురుటాకులా వణికింది.
",neg,sad,no,no
"గాలి, భారీవర్షం అమరావతి పరిసర ప్రాంతంలో బీభత్సం సృష్టించాయి.
",neg,sad,no,no
"గాలల ధాటికి రాష్ట్ర సచివాలయంలో రేకులు ఎగిరిపడ్డాయి.
",neg,sad,no,no
"సచివాలయ ప్రాంగణంలో స్మార్ట్‌పోల్‌, ఎంట్రీపాయింట్‌ కుప్పకూలాయి.
",neg,sad,no,no
"బ్లాక్‌ టెర్రస్‌లో రేకులు ఎగిరిపడగా, నాలుగో బ్లాక్‌లో రేకులు ఈదురుగాలల ధాటికి  విరిగిపోయాయి.
",neg,sad,no,no
"అలాగే గుంటూరు, తాడికొండ ప్రాంతాల్లో పలుచోట్ల ఈదురుగాలులతో కూడిన భారీ వర్షం కురిసింది.
",neg,sad,no,no
"మంగళగిరిలో వడగాళ్ల వాన స్థానికులను అతలాకుతలం చేసింది.
",neg,sad,no,no
"అమరావతి: ఓటమితో నాయకులు, కార్యకర్తలు అధైర్య పడాల్సిన అవసరం లేదని టీడీపీ అధినేత, మాజీ ముఖ్యమంత్రి చంద్రబాబు నాయుడు పార్టీ నేతలకు సూచించారు.
",pos,no,no,no
"అభివృద్ది, సంక్షేమంతో పాటు మౌలిక వసతులు కల్పించామన్నారు.
",pos,no,no,no
"ఉమ్మడి ఆంధ్రప్రదేశ్ రాష్ట్రంలో 9 ఏళ్ల పాటు ముఖ్యమంత్రిగా ఆ తరువాత పదేళ్లు విపక్ష నేతగా పని చేసిన చంద్రబాబు విభజిత ఆంధ్రప్రదేశ్ తొలి ముఖ్యమంత్రిగా ఉన్నారు.
",pos,no,no,no
"ఈ కమిటికీ శాంతిభద్రత ఏడీజీ ఛైర్మన్‌గా ఉంటారు.
",pos,no,no,no
"కులాల సమీకరణ కారణంగానే తనకు మంత్రి పదవి దక్కలేదని,  దానికి త‌న‌కు బాధ లేదని చెప్పుకొచ్చారు.
",pos,no,no,no
"రోజాకు నామినేటెడ్ పోస్ట్ లభిస్తుందంటూ వస్తున్న వార్తలపై ఆమె స్పందిస్తూ, ఈ పదవులు ఇస్తామని తనకు ఎవరూ చెప్పలేదని వ్యాఖ్యానించారు.
",pos,no,no,no
"టీడీపీ జాతీయ అధ్యక్షుడు నారా చంద్రబాబు అభినందనలు తెలియజేస్తూ లేఖ రాశారు.
",pos,no,no,no
"రాష్ట్ర సమగ్రాభివృద్ధి, ప్రజా సమస్యల పరిష్కారం, పేదల సంక్షేమమే లక్ష్యంగా కృషి చేయాలని  త‌న లేఖ‌లో చంద్రబాబు సూచించారు.
",pos,no,no,no
"అభివృద్ధి కార్యక్రమాలు, సంక్షేమ పథకాల అమలులో బాధ్యతాయుతమైన ప్రతిపక్షంగా నిర్మాణాత్మక సహకారాన్ని అందిస్తామని,  సిఎంగా బాధ్య‌త‌లు స్వీక‌రిస్తున్న సందర్భంగా జగన్‌కు తెలుగుదేశం పార్టీ తరపున శుభాకాంక్షలు తెలియజేస్తున్నట్లు చంద్రబాబు తెలిపారు.
",pos,no,no,no
"ఇటీవల ప్రకటించిన ఐఐటీ-జేఈఈఫలితాల్లో ఆంధ్రప్రదేశ్ గిరిజన సంక్షేమ శాఖ ఆధ్వర్యంలో నడుస్తున్న గురుకుల పాఠశాలల విద్యార్ధులు జాతీయ స్థాయిలో మెరుగైన ఫలితాలు సాధించారు.
",pos,no,no,no
"2018-19 విద్యాసంవత్సరానికి రాష్ట్ర వ్యాప్తంగా ఉన్న గురుకుల పాఠశాలలకు చెందిన 450 మంది విద్యార్ధులు IIT-JEE పరీక్షకు హాజరవగా వారిలో 222 మంది విద్యార్ధులు ఉత్తీర్ణత సాధించారు.
",pos,happy,no,no
"వీరిలో 70 నుంచి 80 మంది విద్యార్ధులు 65శాతం  కంటే ఎక్కువ మార్కులు సాధించారు.
",pos,happy,no,no
"65శాతం కంటే ఎక్కు మార్కులు సాధించిన విద్యార్ధుల్లో 45 మంది బాలికలు ఉన్నారు.
",pos,no,no,no
"ఉత్తీర్ణతసాధించిన గిరిజన గురుకుల విద్యార్ధుల్లో 70 నుంచి 80 మంది విద్యార్ధులకు NITలో సీట్లు వస్తాయని ప్రభుత్వం భావిస్తోంది.
",pos,happy,no,no
"IIT-JEEలో ఉత్తీర్ణత సాధించిన 222 మంది విద్యార్ధుల్లో విశాఖపట్నం స్కూల్ ఆఫ్ ఎక్సలెన్స్ కు చెందిన దైవలీల అనే విద్యార్ధిని అత్యధికంగా 90:93 శాతం మార్కులు సాధించింది.
",pos,happy,no,no
"18 మంది విద్యార్ధులు 80 నుంచి 89శాతం మార్కులు సాధించగా, 48 మంది విద్యార్ధులు 70 నుంచి 79శాతం మార్కులు సాధించారు.
",pos,no,no,no
"51 మంది విద్యార్ధులకు 60 నుంచి 69 శాతం మార్కులు వచ్చాయి.
",pos,no,no,no
"76 మంది విద్యార్ధులు 50 నుంచి 59 శాతం, 28 మంది విద్యార్ధులు 44 నుంచి 49 శాతం మార్కులు  సాధించారు.
",pos,no,no,no
"భాను ప్రసాద్ గారు మరియు ఇతర అధికారులు శుభాకాంక్షలు తెలిపారు.
",pos,happy,no,no
"అలాగే విద్యార్ధులకు సరైన శిక్షణ ఇవ్వడంతో పాటు ఉత్తమ ఫలితాలు సాధించేలా కృషి చేసిన ఉపాధ్యాయులను మరియు సిబ్బందిని  అభినందించారు.
",pos,happy,no,no
"ఆంధ్రప్రదేశ్ లోని పశ్చిమగోదావరి జిల్లాలో అశ్లీల నృత్యాల కలకలం చెలరేగింది.
",neg,sad,no,no
"రికార్డింగ్ డ్యాన్సులు చేస్తున్న ఐదుగురు యువతులతో పాటు ఇద్దరు నిర్వాహకులను అరెస్ట్ చేశారు.
",neg,sad,no,no
"మహేష్ బాబు హీరోగా తెరకెక్కిన మహర్షి సినిమా గురువారం ప్రేక్షకుల ముందుకు రానున్న సంగతి తెలిసిందే.
",pos,no,no,no
"అయితే ఈ సినిమా టికెట్‌ ధరల పెంపు వివాదం కొనసాగుతుండగానే చిత్ర నిర్మాత దిల్ రాజు ఆఫీస్‌లో ఐటీ అధికారులు సోదాలు నిర్వహించారు.
",neg,sad,no,no
"భారీ బడ్జెట్‌ తో ముగ్గురు నిర్మాతలు సంయుక్తంగా ప్రతిష్టాత్మకంగా నిర్మించిన సినిమా కావటంతో మహర్షిపై భారీ అంచనాలు ఏర్పడ్డాయి.
",pos,no,no,no
"బిజినెస్‌ కూడా అదే స్థాయిలో జరిగిందన్న ప్రచారం‍ జరుగుతుండటంతో ఐటీ అధికారులు దిల్ రాజు ఆఫీసులో సోదాలు చేశారు.
",neg,sad,no,no
